,id,type,y,centroid mean,centroid var,rolloff mean,rolloff var,zero mean,zero var,rms mean,rms var,contrast mean,contrast var,mfcc1 mean,mfcc1 var,mfcc2 mean,mfcc2 var,mfcc3 mean,mfcc3 var,mfcc4 mean,mfcc4 var,mfcc5 mean,mfcc5 var
17595,65,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2517.734999,578092.7533,5493.620889,2516690.717,0.100055263,0.00363139,-1.273795445,2115.358545,18.31589104,29.04785984,-111.6871764,4862.144612,85.60567915,780.8555466,3.489795693,301.8090545,16.34944357,287.4171672,2.216870509,240.2398115
17618,66,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2842.777785,909291.3164,6836.758607,3932511.973,0.099647226,0.002953959,10.75203334,1376.502887,20.38796676,18.41994558,-63.74756789,3633.21834,79.06820494,827.1081639,42.7470903,627.3874094,16.0963454,211.8655923,15.265303,174.0678115
17641,67,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3890.769778,1051114.518,8061.296784,1623227.21,0.19105764,0.013341124,3.854762786,781.2779411,17.66338353,30.6750559,-52.39111256,2712.036128,37.50377174,777.9219586,14.19209817,471.6166687,18.18388065,225.4739915,16.80623819,154.2375851
17664,68,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3262.973397,1231083.11,6713.593693,3543611.437,0.155030432,0.01116654,2.033762101,864.738189,20.0741043,37.38285291,-29.21161596,3190.082611,53.85276277,1419.624067,-1.683556577,508.4396022,15.53675365,429.2603206,1.099793635,444.4380111
17687,69,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2328.536387,326449.3146,4931.195324,1210537.024,0.095519546,0.002656506,9.436370454,965.6277953,19.42659767,21.30903141,-30.10950387,2293.929292,88.44934556,508.1453474,-6.614365394,283.1581623,32.77311202,96.40868271,8.502596576,61.61638886
17710,70,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3140.344414,1017330.824,6821.176247,3564218.284,0.136332289,0.007288641,-1.577146626,1925.746741,18.67696434,28.84614775,-91.8872869,9704.831146,56.68260776,747.8755246,13.77595928,809.3562725,15.03864163,403.2211501,0.880440635,252.9079872
17733,71,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3890.769778,1051114.518,8061.296784,1623227.21,0.19105764,0.013341124,3.854762786,781.2779411,17.66338353,30.6750559,-52.39111256,2712.036128,37.50377174,777.9219586,14.19209817,471.6166687,18.18388065,225.4739915,16.80623819,154.2375851
17756,72,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2570.06847,402651.5102,5353.972225,2232874.711,0.131663336,0.002613536,5.239466264,936.6994018,21.81385189,25.85205056,9.867471885,2140.131836,88.78567933,806.0266384,-20.27119602,293.6134335,5.095838602,188.3653003,-2.910284169,119.4199634
17779,73,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3672.652696,877879.7421,7881.736578,1653499.238,0.161965162,0.007165501,8.726242538,604.1900655,20.14291253,21.62291435,-8.528812201,3027.588721,54.22797228,534.0642815,20.99348967,423.6263663,13.09335649,169.8422703,9.737039554,107.1474005
17802,74,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3415.594394,1561841.464,7785.713515,3368067.213,0.130319238,0.011245556,1.098399664,1712.004955,21.0488338,37.74260135,-93.71742843,4253.893063,59.71244854,1294.814297,32.00182746,577.8080777,13.15746687,487.2134622,13.23385542,237.9587896
17825,75,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3645.761947,941463.0476,7658.934695,1624722.322,0.159302326,0.009665666,6.023271869,1066.318109,22.86941574,26.5944201,-68.87055283,3239.707612,40.46295753,664.6594653,25.3486094,326.8854762,35.76881274,292.6482444,13.38324177,169.7211918
17848,76,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3544.955,937973.0039,7779.145054,2657247.951,0.142880935,0.006736729,10.035016,871.8141207,22.22400747,23.78805744,-38.30975856,4578.248389,47.73022188,644.0192371,20.04599418,406.6541685,23.89038387,288.9892248,19.82842118,246.9646664
17871,77,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",4037.310736,1296006.382,8331.054404,1914255.518,0.213895576,0.01348734,7.170950804,834.0008643,19.37180077,27.81335709,-34.22072519,5031.913304,40.4037379,938.5633225,17.51807657,495.300458,13.41948061,263.2089013,13.21949101,138.7579511
17894,78,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3126.050304,945717.0822,6621.927348,3580055.634,0.142882071,0.008613771,5.295492615,1099.947243,20.21724457,35.84711011,-42.79127857,4617.656727,62.7227203,1038.354963,4.756096488,693.2976561,24.0921727,345.5317318,9.655740104,276.471131
17917,79,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1995.746288,956670.4629,4384.886276,3929454.636,0.072506738,0.005621371,-9.361823946,7346.990566,25.1203593,12.54885,-273.2266645,7416.101215,103.121864,1203.720535,8.758161323,512.1787989,31.67342709,194.6236414,12.52926822,107.0441657
17940,80,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3151.072781,831400.9504,7290.958962,3082966.873,0.127487206,0.004874755,7.258170366,1010.935423,26.11974652,23.79631354,-44.98632343,3542.027692,69.77557523,832.826135,11.8767534,407.3937217,8.166387613,338.486936,12.63070924,203.3997495
17963,81,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2247.768592,504999.379,5157.210495,2972482.825,0.08607755,0.001788977,-1.915024,2753.83077,26.03915622,24.20466171,-137.6967949,3884.537087,100.2202464,626.3352847,14.33858469,399.7025903,15.38130637,342.2587148,2.310827668,229.8926859
17986,82,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3164.75294,620277.2819,7551.744413,1686091.239,0.100135129,0.003564661,8.556218528,983.3242236,22.23858354,24.13571227,-62.03856756,2499.421589,64.31075378,440.4804832,29.85905728,190.0254516,23.29776187,101.6210066,16.26212273,100.7393766
18009,83,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2489.468285,552403.9776,5976.423681,3044794.775,0.084256904,0.00163174,5.873274872,1848.814538,21.32019879,19.91280191,-104.5074501,2085.742417,86.8518453,509.7540993,28.7632273,352.2260261,26.6347664,281.285185,8.940476788,237.6577841
18032,84,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3260.230111,2604154.749,6823.52153,8228049.634,0.135681247,0.013958852,-0.533581338,2088.343249,21.31900946,41.79330889,-112.1624319,5005.103648,59.83515265,2328.940263,14.5118816,918.373774,19.23009906,262.9504173,15.13443434,314.5673238
18055,85,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2516.203288,1049392.616,5085.641806,4510463.815,0.12217781,0.005893022,2.940363015,1952.790681,19.67502624,17.04657687,-81.88492557,7158.707369,78.6188657,1698.78367,-17.26677856,1095.03289,24.52554187,301.8162377,8.397256166,271.4807405
18078,86,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3593.111602,521709.0251,7631.951422,1136156.441,0.185107422,0.005918217,2.582216378,699.018222,20.55134156,21.93328285,-50.44329011,1737.606915,56.40552022,357.7340628,12.53138861,171.6017575,11.33430847,169.9762447,-2.753671207,88.48741932
18101,87,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3586.567978,947094.3635,7945.576683,1655341.235,0.146344704,0.007826956,5.752354791,805.0161202,23.60525371,23.95162071,-47.09220959,1888.323292,55.77361896,712.4359851,27.61631077,434.2744489,19.24438869,233.5256702,15.2233847,110.7580213
18124,88,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3511.003377,1326539.857,7260.286667,3792417.974,0.172024891,0.011169659,5.625575286,1254.901333,15.71429977,24.8632907,-42.31023519,7918.765697,54.95223695,1112.812079,17.18002604,437.7345715,19.75019312,336.781923,6.875639065,195.9121627
18147,89,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3401.111011,1255403.599,7049.703625,3882583.541,0.165777541,0.00980302,4.774966357,1345.735432,18.2416528,24.10126668,-47.59077702,7989.121271,55.51907929,1225.295875,19.07690457,629.0090615,24.49183933,324.8433658,4.025030116,165.9870527
18170,90,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3601.626796,937894.2369,7956.869095,1606082.724,0.147423086,0.007843812,5.735333405,781.7328594,25.69119783,24.80358451,-44.81600339,1912.441284,55.06634566,687.2209041,27.11608801,438.7234321,19.54050055,228.7101072,14.72654235,116.3272366
18193,91,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3698.540214,768221.0699,7877.012627,1519462.545,0.166850624,0.009896385,6.736023438,574.1281967,20.42133272,32.97683903,-8.356320184,3055.747667,41.91976589,457.811618,8.377557058,594.7445868,17.98877691,330.6696269,14.03168213,224.0334202
18216,92,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3273.259289,866817.7286,6888.596873,2864065.208,0.145405993,0.006086379,8.127209581,765.0609029,23.59660412,30.9178339,-25.75868243,3174.849658,60.78358964,755.2786548,6.204300864,669.2387649,17.63088161,226.9865841,5.161748198,178.3713091
18239,93,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3257.210343,391710.8988,7266.537972,951565.1793,0.131479379,0.003466062,7.112294785,531.0607308,24.50892944,21.72310276,-20.32413103,1276.541374,57.79697373,369.3019669,16.72046582,339.7851031,18.22403416,143.0810912,8.957640276,107.6167781
18262,94,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2804.364767,808530.8896,6097.735738,4091350.729,0.128418726,0.003520546,5.66007515,1072.165672,19.37542775,29.85645657,-42.36041352,2738.33708,82.24099893,894.7994726,-2.291213272,386.8952805,19.91169305,192.7237716,13.84051342,120.1947721
18285,95,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3043.979819,972882.7374,7380.280024,3547807.343,0.106281795,0.00434509,8.874665069,1073.288209,22.8482083,37.93224812,-36.65434569,3188.042304,73.13452245,861.5584439,39.09359974,490.9770066,20.33932695,332.6462786,12.50680723,169.5275522
18308,96,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3126.305125,1296984.668,6930.21104,3831637.224,0.105274573,0.0041547,7.665865714,1137.329659,24.63234759,33.50074018,-59.17998586,3478.995828,60.98280929,924.9015556,27.75897957,625.2118244,23.88834405,358.0364723,12.29181587,176.3221134
18331,97,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3512.29244,2285742.976,7589.869867,4281926.346,0.137426569,0.020079873,1.885793942,2315.265824,20.57897474,26.80687054,-125.5443264,5416.269483,51.14413167,1156.394991,38.53379881,1129.285911,14.47533701,492.0676497,16.20136704,272.51233
18354,98,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",3636.014041,671316.3406,7539.876113,1354392.771,0.183175115,0.007775474,5.801798707,765.8534299,20.44187453,24.55036298,-26.93567261,4437.596472,46.65048694,588.2284829,8.764627441,550.6131696,8.636868685,360.8370245,6.099127679,122.3506166
18377,99,pop,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2766.473258,841754.789,6876.453148,3886344.206,0.0960453,0.003653668,2.767607093,2332.484633,20.33458402,21.89643444,-119.3010643,4569.435898,85.90399591,689.0164591,33.91733621,457.3901995,10.00190988,181.8617253,17.69101785,121.7052666
18400,0,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2133.43868,276868.7507,4802.722225,1915855.406,0.097791,0.001285169,-0.757256571,3524.331782,25.97550144,30.85491091,-159.4000559,3304.330352,104.8466502,382.7034313,-10.26205084,491.2628873,34.66491259,283.2068585,-4.978505141,159.6026882
18423,1,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1638.628474,409984.1173,3574.828874,2713411.969,0.063884221,0.001357243,-3.56040768,4599.76597,29.54420399,37.23720566,-190.9049111,2955.11974,127.4055588,781.5178236,-3.700209939,428.5881657,26.72117039,129.939415,-12.7576179,124.226581
18446,2,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1797.330407,428057.9016,3925.43616,2566735.461,0.075112418,0.001771224,-1.814889914,4690.08817,26.06860581,43.92913527,-188.9051225,6340.717866,110.8180951,721.0665575,2.949163285,632.3847557,48.44605884,319.7954716,-6.392169561,192.0090303
18469,3,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1921.356643,684416.3876,4149.214549,3789520.196,0.084747456,0.004021577,-1.343345897,4905.521302,26.26331043,46.48559751,-201.1051602,5484.687284,104.2420017,1122.532662,-15.58115326,758.2927419,30.78258581,315.312137,14.25297459,299.7020365
18492,4,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2008.862972,492314.8896,4301.098746,2406039.568,0.084417772,0.002422898,-2.457950257,4214.522421,25.44535605,40.02045454,-175.5592843,7059.633462,104.9481883,876.3049014,-15.7039567,560.5555338,27.53464405,376.8543914,-8.057947424,243.3773954
18515,5,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1799.04529,395550.4196,3797.58068,1983891.316,0.07308889,0.001728814,-1.274030626,4354.953859,28.22651288,35.98913382,-176.6644324,5418.124401,116.8240731,811.2212702,-21.28926333,534.5808424,38.74509416,246.1548321,-5.476994438,356.3492842
18538,6,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1418.146671,547037.5964,2881.434695,2611936.824,0.060713042,0.002600132,-1.174332716,5596.835072,29.41249059,34.95680759,-207.2510935,5190.565539,134.6435838,1107.787299,-9.008018563,723.1346291,38.50737391,426.2943639,6.278140106,397.9420261
18561,7,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1754.227409,458039.753,3768.736203,2931135.791,0.073949628,0.002003572,-2.568411306,4726.516186,26.08238307,47.13604602,-192.2840073,5030.802305,116.5149576,666.5684041,-10.93009607,726.667086,29.89881743,417.9146161,-0.629633655,344.6118823
18584,8,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1692.907524,499524.1573,3660.160451,2689619.001,0.069517624,0.002115587,-1.07509583,4963.965082,27.71114636,30.3286053,-194.6977863,5911.163012,118.4906374,1136.642296,-6.393299548,594.0518635,40.77745729,506.1163798,-3.292875744,323.9440961
18607,9,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1608.693907,1058320.117,3264.391863,4912783.974,0.060355348,0.002432779,-3.3772576,6431.558428,24.23529525,47.49567547,-232.8905887,6379.844402,131.2708904,1345.569043,2.722151009,614.796049,18.35630807,301.60452,11.35171682,310.7698078
18630,10,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2151.287072,699373.9004,4430.565044,1884044.864,0.102850957,0.004926301,-11.95765365,5626.6954,28.89263349,26.48112885,-233.5439472,4996.463846,87.45099533,924.6377557,-22.20780202,404.8670474,52.02392609,344.7603293,-8.634931771,413.5577311
18653,11,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1996.089895,297423.8873,4556.701206,1990180.859,0.070409399,0.001464485,-2.205961491,4625.413409,22.07649246,40.16650246,-198.3723388,4848.710565,102.4434055,522.3864253,-10.08845236,627.6733105,30.79702859,312.3031811,-3.356066321,245.1142677
18676,12,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2299.476688,908434.4054,4915.329192,3378235.409,0.113816088,0.007829295,-4.110734301,4424.621706,24.44151688,50.12598499,-191.0860872,5317.866797,96.35552903,990.2485936,-17.65233081,677.556823,24.9192834,466.4554075,-0.860072725,360.6711007
18699,13,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1606.011672,631735.8347,3429.304483,3768505.38,0.070524467,0.003519062,-1.575294167,5400.590918,26.41431449,39.94193413,-206.4132011,6455.3305,122.6960888,925.0320184,-0.648688982,858.921881,29.37922764,279.36737,10.29543487,327.1991533
18722,14,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1717.121826,921590.3291,3793.691349,4741467.303,0.064177946,0.003392502,-0.559830613,5279.401129,18.24597538,24.344768,-209.7178298,6716.55143,105.1797046,1307.985762,2.613994942,814.1630422,34.91631865,405.8842881,15.32183121,349.6728696
18745,15,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1924.807225,663824.0489,4496.266352,3863531.858,0.068279887,0.001857565,2.333645232,3654.500456,18.81330221,14.52608664,-157.5517942,3851.569536,109.8097315,845.4383102,8.477040851,521.0712654,41.79124142,275.9783867,5.096587429,201.583338
18768,16,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2117.595663,225413.1443,4849.060342,1085875.439,0.079336997,0.001286855,6.654110756,1959.082085,20.83554131,19.11067719,-75.98997567,3795.890005,101.1347929,305.3158007,-11.65764145,429.7349024,46.24791765,136.0837162,-11.21968491,77.83902171
18791,17,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1802.716373,660515.073,3775.02924,2636654.95,0.077973216,0.003559414,1.274648029,3726.297421,18.88557416,16.20642234,-155.0612967,4667.190816,110.0507362,1399.314544,-18.42460679,609.0625881,36.57238957,344.859322,0.561910758,429.5450414
18814,18,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1906.178268,754164.8075,4217.160985,3633016.094,0.077207864,0.003409599,0.491094025,4060.748227,17.55809533,21.24474881,-171.1211962,5117.920594,107.7574226,974.718121,-1.732462034,545.245234,46.43554984,229.590071,-0.189646272,344.6690046
18837,19,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1754.142225,915004.8387,3841.356513,4474029.197,0.071189892,0.004153474,3.057812568,4704.808238,18.83955267,18.27526675,-184.4495423,8503.975382,106.1539154,1202.571497,4.068461361,812.0695886,38.80617016,273.7140491,8.41557556,555.7544068
18860,20,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1638.971872,575210.1105,3599.19144,3314232.983,0.05681247,0.002297477,2.041217777,4386.496024,20.13535706,22.63712008,-177.643339,6045.19199,113.5573682,828.4454136,2.329494751,498.2490592,35.81848033,337.7362704,1.592046865,262.9305541
18883,21,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2008.744368,275098.7626,4327.572902,1292748.816,0.092908188,0.001592279,4.334231369,2066.728541,15.64605599,20.33734227,-88.12316874,1517.546198,109.3605111,442.6680572,-25.22419641,313.8137959,40.40225871,154.9190744,-8.812723953,136.556893
18906,22,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2059.124666,243370.7423,4551.234443,1253566.275,0.072395455,0.001274215,5.960224801,2127.734208,19.79600523,18.2797923,-91.19007298,3042.257289,98.87499222,469.5274201,-23.22004041,330.2469226,46.89753493,230.634842,-6.866644829,111.5873101
18929,23,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2354.062751,740094.6117,5046.180959,2565816.512,0.120351108,0.008310877,1.110848014,3554.147154,18.73069427,18.82667583,-161.863127,4917.371815,78.72075987,945.2488301,-19.3304106,381.6980958,55.11790013,257.0144787,13.21870166,209.8336107
18952,24,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1812.173822,656970.13,3855.561751,2888911.102,0.072270167,0.002672583,-0.446446959,4122.187811,19.95916686,31.01428821,-169.1084161,5888.504804,110.4708119,1216.52226,-8.558326177,496.5824232,43.85440472,327.9469095,0.27436778,247.9304699
18975,25,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1708.765839,600866.873,3582.64092,3103393.702,0.07367407,0.002634478,0.366335149,4517.743109,20.6475296,23.1744389,-177.4585002,8154.586309,110.9777237,1005.152222,-15.61727696,996.8002912,36.79109211,301.0341666,0.105152559,362.6679628
18998,26,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1840.261817,595613.0211,4006.227403,2982554.243,0.074433745,0.002277896,1.732825599,4187.507024,19.60257346,28.23837377,-171.7884171,7373.997368,99.38168002,924.786774,-8.223311945,646.9122921,49.58572802,394.7308203,1.113368542,383.4540643
19021,27,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2086.331612,831746.6037,4678.146802,3577797.526,0.087322099,0.00565415,-1.150270201,4108.46479,18.81016696,20.77074056,-177.7743838,6914.684599,89.94551216,1015.993905,4.649666221,744.4723005,40.18168002,536.5675935,0.174956994,313.6737891
19044,28,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1641.849903,794456.8969,3499.287393,3125609.686,0.067921057,0.004070061,-1.750909374,7248.195637,27.87995131,39.29494626,-256.1421872,9059.305344,104.1729565,1174.867105,-7.309831993,983.9425679,56.24959879,259.7514266,11.02745792,683.3362542
19067,29,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1585.737668,295476.5336,3732.513683,2241136.206,0.04371177,0.000544238,2.056377904,5069.259081,29.40659343,29.8586123,-201.8412819,6020.203864,111.1078117,402.8057752,8.784469493,958.7262097,51.82357383,133.7880943,1.292858812,199.4110541
19090,30,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1813.127395,893802.1302,4064.625784,4684925.231,0.070367384,0.004840236,0.772327603,6417.711805,28.22032839,37.42418017,-238.9821058,7827.623701,98.97942872,1210.964836,19.16786348,960.2006874,50.82572274,330.9011876,2.86770416,470.9072034
19113,31,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1576.912791,520249.2604,3538.197391,3297116.299,0.05848171,0.001601793,1.488583969,6017.384411,27.60389125,30.60474304,-226.3288595,8562.895314,103.4830358,646.3580485,0.270149609,985.3954782,44.01380408,353.2588906,10.72728229,517.4626999
19136,32,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1510.860299,333038.5686,3319.109568,2061672.024,0.065914941,0.001468912,-2.718470576,6577.268455,27.59050237,40.11254961,-243.7610965,4806.046129,123.3628939,767.9851081,-15.57816036,957.0605736,38.86795287,497.4410206,6.458044017,317.0988381
19159,33,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1617.384603,651553.6385,3564.805085,3772754.711,0.059208076,0.003726306,-2.01229409,6807.180811,28.80593294,43.74558043,-249.1559799,6438.726028,111.4821408,815.6619871,11.17169896,1409.67422,41.30014838,303.0388208,-2.934681059,296.0604299
19182,34,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1292.246612,474127.3463,2829.988701,2982145.903,0.044653131,0.000810264,0.441292594,6614.961931,28.0560171,33.6700944,-238.7502965,5880.9057,132.3067837,798.2086945,-0.160908924,580.3846979,41.22646857,239.8463529,2.424055153,251.32865
19205,35,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1700.505679,553225.3513,3788.399857,2856113.707,0.061358406,0.001804453,-2.297642229,5764.608181,27.57772958,43.78864327,-223.3743028,6429.379106,114.1895128,707.4849294,-4.439467307,587.4421729,40.15213795,306.5838654,-5.105016705,310.3573316
19228,36,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1812.748388,654614.3496,4121.405001,2874917.517,0.059304218,0.002021966,-2.030224429,5895.067264,27.47536952,37.42533323,-236.4786929,5502.44732,91.65779827,705.9361248,1.841171267,606.9679333,45.42938885,194.4527512,1.221726779,264.1388519
19251,37,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1709.134919,525181.5488,3836.574139,2774447.266,0.063331971,0.002713819,-0.098870449,6598.952319,26.40071216,37.08277886,-242.1299481,10400.24851,97.49560213,585.6135163,-3.055515194,795.9006019,45.36331466,299.0123476,3.95251745,468.1166836
19274,38,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1700.472605,525195.8474,3693.336607,2830812.971,0.065604182,0.002628901,-5.93279373,6400.205671,30.21332256,53.84968379,-240.0966598,8296.740977,108.7998389,659.1260263,-8.067263809,1164.161454,32.24663974,243.7790236,-8.810666806,228.1885678
19297,39,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1312.948383,541795.107,2651.480117,5115949.734,0.02597467,0.00035327,0.899436181,9553.159912,25.77417759,26.39987467,-300.1585907,11896.51771,99.2610778,1089.228193,52.96320111,2223.360342,43.2313779,502.3981661,18.85553292,338.8242297
19320,40,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2029.560712,844535.2332,3834.662859,1950325.008,0.100969749,0.007570206,-23.08623608,8647.746968,22.69008776,57.51971757,-296.1553522,14132.88321,93.26731651,1567.122794,-31.36355914,628.8318383,29.54731238,905.1654097,-18.88176265,356.2808489
19343,41,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1932.855863,587063.2069,4127.147188,2104376.265,0.059117611,0.001417847,2.717206793,4028.765191,25.2438848,25.33673496,-177.0616533,4840.849288,89.64323097,1032.611267,9.553338045,729.5201022,65.49156782,303.8239381,-1.035083633,327.3367976
19366,42,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2481.702487,685906.6377,5050.412484,3714612.256,0.105848398,0.003300601,-3.006586104,3485.835767,20.76273482,15.79295286,-174.6896606,3923.651707,79.27560342,614.028682,-24.38261774,781.562352,17.98760429,357.8849561,24.43005167,260.0882446
19389,43,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1483.824327,114488.7308,2774.786916,213705.181,0.075919029,0.001131446,-1.065517102,4344.695017,24.19440941,28.27160515,-164.777052,3402.50108,142.7553843,378.3658873,-41.47244271,323.7868778,41.25736756,102.3383168,16.16377559,245.9601971
19412,44,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2453.129107,888361.3605,5579.787087,3848630.103,0.087544664,0.002565987,5.731257686,1955.132003,23.07281023,25.31944332,-104.282782,3831.337457,83.96600104,765.8964728,18.91594429,493.1823055,28.98612577,281.8988881,10.64335462,168.6771956
19435,45,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",4284.837138,983502.1619,7928.083042,1832061.116,0.22408892,0.008533433,0.168778462,2049.972946,19.68116639,25.77290282,-120.2275279,6129.613017,16.34707172,874.2818299,25.09512215,1044.178625,37.26260912,455.2840133,9.265542499,225.4094098
19458,46,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2322.181349,764670.8013,5228.169911,3063854.937,0.080867324,0.002650606,-1.279407676,3282.533373,24.80950228,29.07699972,-169.0402606,3011.150374,79.489036,741.3452504,15.28761778,435.8708897,42.76845915,331.4332836,7.702536013,177.2387503
19481,47,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2478.353043,623514.3891,4759.505587,1272250.533,0.114936864,0.004934129,-3.452293993,2695.609093,21.64517993,30.59573061,-140.2793491,4137.211703,69.58946436,1095.859262,-10.02158706,635.1436629,52.19150352,426.8566951,3.311240985,319.010587
19504,48,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2672.30751,834841.6036,5605.677008,2027783.096,0.111108209,0.005039458,3.734021186,2296.068944,21.52720574,27.15257098,-123.8213572,3870.820623,66.2381885,1023.774614,8.163150294,476.2796024,49.79142169,294.3602195,8.529412546,227.8079144
19527,49,reggae,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",2323.15556,557995.073,5452.23207,3431236.889,0.080793135,0.002425938,1.57695896,2374.926912,24.61275224,24.07617539,-121.4502375,4123.851768,89.59359679,740.4183836,23.80110038,434.765043,32.75741412,335.3181112,8.842193501,139.3424342
